id,issue_date,employment_length,home_ownership,income_category,annual_income,loan_amount,term,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_payment,installment,region
36798548,2014-12-03,3.0,RENT,Low,45000,14000, 60 months,credit_card,Low,Good Loan,12.99,C,17.2,4120.03,318.48,cannught
36733186,2014-12-03,2.0,RENT,Low,40000,2400, 36 months,credit_card,Low,Good Loan,9.49,B,25.38,998.04,76.87,leinster
35013720,2014-12-03,10.0,MORTGAGE,Low,57000,22750, 60 months,debt_consolidation,High,Good Loan,16.49,D,24.82,7248.5,559.18,cannught
36797642,2014-12-03,2.0,MORTGAGE,Low,60000,16000, 60 months,credit_card,Low,Good Loan,11.44,B,19.21,4206.63,351.4,cannught
36330211,2014-12-03,9.0,MORTGAGE,Low,65000,9400, 36 months,debt_consolidation,High,Good Loan,16.49,D,10.78,4317.27,332.76,Northern-Irl
36691232,2014-12-03,5.0,MORTGAGE,Medium,150000,26000, 36 months,credit_card,Low,Good Loan,6.99,A,25.69,10424.87,802.69,leinster
36411104,2014-12-03,10.0,MORTGAGE,Medium,110000,16000, 36 months,credit_card,Low,Good Loan,12.39,C,21.79,6925.43,534.42,leinster
36178116,2014-12-03,2.0,RENT,Low,65000,17500, 60 months,debt_consolidation,High,Good Loan,13.66,C,13.87,5240.28,404.12,ulster
37267747,2014-12-03,8.0,MORTGAGE,Low,35000,10000, 36 months,credit_card,Low,Good Loan,8.19,A,31.45,4076.15,314.25,leinster
37780843,2014-12-03,10.0,MORTGAGE,Low,60000,18000, 36 months,credit_card,Low,Good Loan,8.19,A,21.08,6779.49,565.64,Northern-Irl
37021190,2014-12-03,2.0,RENT,Low,54000,15500, 36 months,debt_consolidation,High,Good Loan,17.14,D,11.58,7183.34,553.7,ulster
36210559,2014-12-03,10.0,MORTGAGE,Medium,200000,35000, 60 months,debt_consolidation,Low,Good Loan,11.44,B,23.58,9188.62,768.69,leinster
36370953,2014-12-03,0.5,RENT,Low,78000,35000, 60 months,debt_consolidation,High,Good Loan,22.99,F,30.4,12734.7,986.47,leinster
37780925,2014-12-03,0.5,RENT,Low,83000,3800, 36 months,debt_consolidation,Low,Good Loan,12.39,C,4.78,1520.54,126.93,Northern-Irl
37247432,2014-12-03,0.5,RENT,Medium,110000,35000, 60 months,debt_consolidation,High,Good Loan,14.31,C,29.75,10812.39,820.03,Northern-Irl
36271139,2014-12-03,6.0,MORTGAGE,Low,51500,18500, 60 months,debt_consolidation,High,Good Loan,15.99,D,34.14,20149.68,449.79,ulster
36119493,2014-12-03,10.0,OWN,Low,35000,14700, 36 months,debt_consolidation,Low,Good Loan,9.49,B,22.67,6112.91,470.82,leinster
36169179,2014-12-03,10.0,MORTGAGE,Low,50000,5000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,15.46,1976.66,152.18,leinster
36139232,2014-12-03,10.0,MORTGAGE,Low,50000,7075, 36 months,debt_consolidation,High,Good Loan,15.59,D,5.11,3208.9,247.31,munster
36261091,2014-12-03,10.0,OWN,Low,60000,12000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,10.1,12813.2,373.22,munster
35939513,2014-12-03,10.0,MORTGAGE,Low,45000,16150, 60 months,debt_consolidation,High,Good Loan,20.99,E,26.0,15659.96,436.83,leinster
37801815,2014-12-03,9.0,MORTGAGE,Low,90000,10000, 60 months,credit_card,High,Good Loan,13.66,C,14.8,2755.98,230.93,leinster
37147298,2014-12-03,3.0,MORTGAGE,Low,40000,11950, 60 months,debt_consolidation,High,Good Loan,16.49,D,18.62,3811.31,293.73,munster
37720791,2014-12-04,10.0,MORTGAGE,Medium,130000,12000, 36 months,other,Low,Good Loan,6.49,A,18.21,12536.67,367.74,munster
37640560,2014-12-04,3.0,RENT,Low,35000,6000, 36 months,debt_consolidation,High,Good Loan,14.99,C,24.04,2693.62,207.97,munster
36910131,2014-12-04,6.0,RENT,Low,33648,12050, 60 months,debt_consolidation,High,Good Loan,25.99,G,25.53,4671.96,360.72,leinster
36451089,2014-12-04,10.0,MORTGAGE,Medium,120000,28000, 36 months,credit_card,Low,Good Loan,8.19,A,14.19,11425.7,879.88,leinster
37810691,2014-12-04,2.0,RENT,Low,51000,8000, 36 months,other,Low,Good Loan,12.99,C,12.59,8802.21,269.52,leinster
37700733,2014-12-04,1.0,MORTGAGE,Medium,170000,35000, 36 months,credit_card,Low,Good Loan,8.19,A,12.98,14266.2,1099.85,leinster
37820872,2014-12-04,2.0,RENT,Low,42000,15000, 36 months,home_improvement,High,Bad Loan,14.31,C,29.2,4666.9,514.93,Northern-Irl
36451097,2014-12-04,7.0,MORTGAGE,Low,55000,18075, 60 months,debt_consolidation,High,Good Loan,25.83,G,25.81,6597.13,539.36,leinster
36341520,2014-12-04,10.0,MORTGAGE,Low,90000,16000, 36 months,debt_consolidation,Low,Good Loan,8.67,B,21.77,6567.14,506.35,munster
37670502,2014-12-04,6.05,RENT,Low,21500,4200, 36 months,debt_consolidation,Low,Good Loan,11.99,B,13.46,1807.77,139.49,Northern-Irl
36743126,2014-12-04,10.0,MORTGAGE,Low,88000,6725, 36 months,debt_consolidation,Low,Good Loan,12.99,C,8.71,2940.43,226.56,cannught
5029326,2014-12-04,10.0,MORTGAGE,Low,95000,8300, 36 months,debt_consolidation,Low,Good Loan,10.49,B,9.02,3496.95,269.74,cannught
37740849,2014-12-04,3.0,RENT,Medium,120000,11400, 36 months,debt_consolidation,Low,Good Loan,8.67,B,11.2,4323.75,360.77,ulster
36391192,2014-12-04,5.0,RENT,Low,63000,27600, 60 months,debt_consolidation,High,Bad Loan,19.24,E,30.02,8605.82,719.61,cannught
37630767,2014-12-04,3.0,MORTGAGE,Low,60000,22750, 60 months,debt_consolidation,High,Good Loan,19.24,E,18.72,24348.05,593.16,leinster
36241778,2014-12-04,7.0,MORTGAGE,Medium,132000,15000, 60 months,other,High,Good Loan,17.86,D,17.22,4922.0,379.76,Northern-Irl
37167163,2014-12-04,9.0,MORTGAGE,Medium,105000,35000, 36 months,debt_consolidation,High,Good Loan,18.54,E,11.89,15396.52,1274.84,leinster
36211625,2014-12-04,7.0,MORTGAGE,Medium,108160,24000, 36 months,credit_card,Low,Good Loan,6.49,A,4.97,9552.46,735.47,ulster
37000194,2014-12-04,0.5,RENT,Low,23000,6000, 36 months,debt_consolidation,Low,Good Loan,12.39,C,18.24,2601.2,200.41,cannught
36441172,2014-12-04,3.0,RENT,Low,70000,6000, 36 months,debt_consolidation,Low,Good Loan,6.49,A,10.44,6269.56,183.87,cannught
37750873,2014-12-04,4.0,MORTGAGE,Low,52000,6700, 36 months,medical,High,Good Loan,14.31,C,3.41,2979.48,230.01,munster
37830648,2014-12-04,2.0,MORTGAGE,Low,42000,18450, 60 months,credit_card,High,Good Loan,15.99,D,25.0,5798.76,448.58,cannught
37760608,2014-12-04,10.0,MORTGAGE,Low,89063,30000, 36 months,credit_card,Low,Good Loan,10.49,B,11.18,12639.25,974.94,Northern-Irl
37660887,2014-12-04,7.0,MORTGAGE,Low,42000,16800, 60 months,debt_consolidation,High,Good Loan,17.86,D,12.11,5496.08,425.34,leinster
35843954,2014-12-04,9.0,MORTGAGE,Medium,115000,21000, 60 months,debt_consolidation,High,Good Loan,13.66,C,7.8,6272.35,484.94,cannught
36661381,2014-12-04,10.0,RENT,Low,67400,11200, 36 months,debt_consolidation,High,Good Loan,16.49,D,33.3,5093.61,396.48,cannught
37000138,2014-12-04,10.0,MORTGAGE,Medium,135000,35000, 60 months,debt_consolidation,High,Good Loan,18.54,E,27.77,11652.12,899.09,leinster
37770466,2014-12-04,1.0,RENT,Low,43000,6500, 36 months,debt_consolidation,High,Bad Loan,15.99,D,38.12,2273.35,228.49,leinster
35673929,2014-12-04,10.0,MORTGAGE,Medium,114000,21400, 60 months,debt_consolidation,High,Good Loan,16.49,D,0.65,23880.04,526.0,Northern-Irl
37660867,2014-12-04,10.0,RENT,Medium,127594,28775, 36 months,debt_consolidation,High,Bad Loan,24.5,F,13.0,6779.83,1136.5,leinster
37600901,2014-12-04,10.0,MORTGAGE,Low,90000,28000, 36 months,credit_card,Low,Good Loan,6.49,A,18.47,10286.5,858.05,leinster
36681426,2014-12-04,2.0,RENT,Medium,120000,15000, 60 months,major_purchase,High,Bad Loan,14.99,C,36.75,3198.53,356.78,munster
36421414,2014-12-04,10.0,MORTGAGE,Medium,150000,19200, 36 months,home_improvement,Low,Good Loan,9.49,B,9.03,7974.1,614.95,Northern-Irl
36251845,2014-12-04,10.0,MORTGAGE,Low,80000,5000, 36 months,vacation,Low,Good Loan,12.99,C,8.26,2186.24,168.45,Northern-Irl
37680780,2014-12-04,3.0,OWN,Low,32000,10000, 36 months,debt_consolidation,Low,Good Loan,12.39,C,23.11,4328.36,334.01,ulster
36460994,2014-12-04,6.05,RENT,Low,37200,3000, 36 months,other,High,Good Loan,15.99,D,10.84,1368.32,105.46,Northern-Irl
36990305,2014-12-04,10.0,MORTGAGE,Low,60000,4000, 36 months,moving,High,Good Loan,15.59,D,15.08,1823.89,139.82,leinster
36561178,2014-12-04,0.5,MORTGAGE,Medium,149000,24000, 60 months,debt_consolidation,High,Bad Loan,14.31,C,11.72,3917.09,562.31,cannught
36201901,2014-12-04,7.0,MORTGAGE,Low,42000,5000, 36 months,other,Low,Good Loan,12.99,C,19.89,2186.24,168.45,cannught
36601308,2014-12-04,10.0,OWN,Medium,108500,10000, 36 months,other,Low,Good Loan,12.39,C,26.36,4335.25,334.01,Northern-Irl
36271669,2014-12-04,6.05,MORTGAGE,Low,48000,9175, 36 months,debt_consolidation,High,Good Loan,15.59,D,16.5,4161.41,320.72,munster
36783192,2014-12-04,1.0,RENT,Low,50000,5000, 36 months,debt_consolidation,Low,Bad Loan,12.39,C,15.55,2000.68,167.01,Northern-Irl
36850315,2014-12-04,4.0,OWN,Low,20000,10000, 36 months,debt_consolidation,High,Good Loan,18.54,E,26.82,4714.52,364.24,munster
36231409,2014-12-04,9.0,OWN,Low,60000,10000, 36 months,home_improvement,Low,Good Loan,6.99,A,16.4,3700.88,308.73,ulster
36230939,2014-12-04,4.0,RENT,Low,70000,28000, 36 months,debt_consolidation,Low,Good Loan,9.49,B,15.06,11628.88,896.8,Northern-Irl
36540146,2014-12-04,4.0,RENT,Low,34701,6500, 36 months,credit_card,Low,Good Loan,6.99,A,29.23,2606.32,200.68,ulster
37620878,2014-12-04,5.0,MORTGAGE,Medium,115000,18000, 36 months,home_improvement,Low,Good Loan,6.03,A,7.39,18560.61,547.84,cannught
37630653,2014-12-04,10.0,MORTGAGE,Low,90000,5000, 36 months,home_improvement,Low,Good Loan,6.49,A,10.07,5146.76,153.23,leinster
36950300,2014-12-04,4.0,OWN,Low,55000,8000, 36 months,other,High,Good Loan,13.66,C,21.82,3525.29,272.11,ulster
36301581,2014-12-04,9.0,MORTGAGE,Medium,110000,35000, 36 months,credit_card,Low,Good Loan,7.49,A,16.09,14122.15,1088.56,ulster
36691265,2014-12-04,10.0,MORTGAGE,Low,70000,13000, 60 months,home_improvement,Low,Good Loan,11.44,B,21.64,3703.5,285.52,leinster
36723417,2014-12-04,6.05,RENT,Low,14832,4500, 36 months,debt_consolidation,Low,Good Loan,12.99,C,14.24,1964.43,151.61,leinster
36621226,2014-12-04,9.0,RENT,Low,42000,13625, 36 months,small_business,High,Good Loan,19.24,E,14.91,6499.74,501.1,ulster
36371687,2014-12-04,6.0,OWN,Medium,180000,25000, 60 months,debt_consolidation,Low,Good Loan,10.49,B,17.19,6969.42,537.23,ulster
36651243,2014-12-04,10.0,MORTGAGE,Low,60000,18000, 60 months,home_improvement,Low,Good Loan,12.39,C,8.02,5239.09,403.96,Northern-Irl
36360882,2014-12-04,10.0,RENT,Low,57092,17950, 60 months,debt_consolidation,High,Good Loan,13.66,C,19.11,20259.05,414.51,leinster
37329803,2014-12-04,6.05,MORTGAGE,Low,30918,14825, 36 months,credit_card,High,Bad Loan,15.99,D,26.01,4703.83,521.13,Northern-Irl
35853386,2014-12-04,10.0,MORTGAGE,Low,67000,22475, 60 months,debt_consolidation,High,Good Loan,14.31,C,28.17,6827.67,526.58,munster
36351557,2014-12-04,0.5,RENT,Low,95000,16500, 36 months,debt_consolidation,Low,Good Loan,7.49,A,19.73,17056.47,513.18,leinster
37820693,2014-12-04,4.0,RENT,Low,68000,13000, 36 months,debt_consolidation,Low,Good Loan,11.44,B,7.18,5551.64,428.32,ulster
36661293,2014-12-04,3.0,RENT,Low,50000,7025, 36 months,credit_card,Low,Good Loan,7.49,A,14.86,2837.45,218.49,Northern-Irl
36341493,2014-12-04,10.0,RENT,Low,82000,22400, 60 months,debt_consolidation,Low,Good Loan,12.39,C,12.63,6511.12,502.71,leinster
37000184,2014-12-04,10.0,MORTGAGE,Low,55000,7000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,12.03,2827.45,217.72,Northern-Irl
36421625,2014-12-04,3.0,RENT,Low,72000,32000, 60 months,debt_consolidation,High,Good Loan,14.31,C,24.22,9695.74,749.74,munster
36271904,2014-12-04,2.0,RENT,Low,90000,28000, 36 months,credit_card,Low,Good Loan,8.19,A,10.66,11430.96,879.88,cannught
36960250,2014-12-04,10.0,RENT,Low,60000,7500, 36 months,debt_consolidation,High,Good Loan,13.66,C,36.2,7576.84,255.1,munster
36641127,2014-12-04,3.0,RENT,Low,60000,13500, 60 months,credit_card,High,Bad Loan,14.31,C,21.92,3522.67,316.3,ulster
37780548,2014-12-04,10.0,RENT,Low,70000,30000, 60 months,credit_card,High,Bad Loan,21.99,E,20.64,7382.3,828.4,ulster
36411240,2014-12-04,10.0,MORTGAGE,Medium,120000,16000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,29.33,6325.25,486.97,cannught
37680430,2014-12-04,1.0,MORTGAGE,Medium,106000,24000, 60 months,home_improvement,High,Good Loan,22.99,F,18.23,26443.72,676.44,munster
36980341,2014-12-04,9.0,RENT,Low,63000,8000, 36 months,medical,High,Good Loan,17.14,D,38.67,3707.52,285.78,cannught
36148992,2014-12-04,6.05,MORTGAGE,Low,62400,11025, 60 months,debt_consolidation,High,Good Loan,15.99,D,6.48,3465.06,268.05,Northern-Irl
37830677,2014-12-04,1.0,OWN,Low,25000,2500, 36 months,other,High,Good Loan,15.99,D,28.56,1138.13,87.89,leinster
36581311,2014-12-04,10.0,MORTGAGE,Low,62000,17000, 60 months,home_improvement,High,Bad Loan,14.99,C,23.6,4823.77,404.34,Northern-Irl
36641158,2014-12-04,8.0,MORTGAGE,Low,40000,5500, 36 months,debt_consolidation,High,Good Loan,13.66,C,38.1,2439.59,187.07,Northern-Irl
36361363,2014-12-04,10.0,MORTGAGE,Low,63000,19000, 36 months,debt_consolidation,Low,Good Loan,11.44,B,23.09,8152.48,626.01,cannught
37640518,2014-12-04,3.0,OWN,Low,46000,11000, 60 months,debt_consolidation,High,Bad Loan,14.31,C,15.0,2891.54,257.73,leinster
37021118,2014-12-04,4.0,MORTGAGE,Low,80000,11325, 60 months,home_improvement,High,Good Loan,23.99,F,22.34,4252.83,325.74,Northern-Irl
36970149,2014-12-04,4.0,OWN,Low,43000,10500, 60 months,debt_consolidation,High,Good Loan,15.99,D,35.45,3309.44,255.29,leinster
36211759,2014-12-04,6.05,MORTGAGE,Low,50000,16000, 36 months,debt_consolidation,Low,Good Loan,8.67,B,20.75,6567.14,506.35,Northern-Irl
36450272,2014-12-04,6.05,OWN,Low,8000,3250, 36 months,debt_consolidation,High,Good Loan,16.49,D,35.14,3512.7,115.05,Northern-Irl
36089553,2014-12-04,4.0,RENT,Medium,115000,15000, 36 months,debt_consolidation,High,Good Loan,13.66,C,21.11,6621.22,510.2,ulster
36331697,2014-12-04,6.05,OWN,Low,35000,15000, 36 months,credit_card,Low,Good Loan,11.99,B,30.09,6465.96,498.15,munster
36880233,2014-12-04,0.5,MORTGAGE,Medium,115000,6000, 36 months,debt_consolidation,Low,Good Loan,11.44,B,15.77,6394.96,197.69,munster
37107753,2014-12-04,10.0,RENT,Low,47500,16800, 60 months,credit_card,Low,Good Loan,11.44,B,15.01,4775.26,368.97,munster
36500873,2014-12-04,10.0,MORTGAGE,Low,90000,10000, 36 months,debt_consolidation,Low,Good Loan,10.49,B,17.73,10585.01,324.98,Northern-Irl
36723128,2014-12-04,6.0,RENT,Low,26000,7200, 36 months,credit_card,High,Good Loan,17.14,D,31.72,3336.87,257.21,cannught
36371733,2014-12-04,10.0,MORTGAGE,Low,96000,25000, 60 months,debt_consolidation,Low,Good Loan,9.49,B,18.9,6810.91,524.93,leinster
35813728,2014-12-04,10.0,MORTGAGE,Low,92000,16000, 60 months,credit_card,Low,Good Loan,10.49,B,17.96,4116.64,343.83,cannught
36361690,2014-12-04,10.0,OWN,Low,44125,20225, 36 months,debt_consolidation,Low,Good Loan,12.39,C,33.8,8754.18,675.54,ulster
37730591,2014-12-04,7.0,RENT,Low,45000,21550, 60 months,credit_card,Low,Good Loan,12.99,C,28.51,6341.76,490.22,Northern-Irl
36712298,2014-12-04,10.0,MORTGAGE,Low,60321,14025, 36 months,debt_consolidation,Low,Good Loan,6.03,A,17.11,14081.38,426.86,Northern-Irl
37810706,2014-12-04,3.0,RENT,Low,49000,10000, 60 months,major_purchase,High,Bad Loan,17.14,D,17.39,2972.32,249.28,munster
36930148,2014-12-04,7.0,RENT,Low,32000,10800, 60 months,debt_consolidation,High,Good Loan,20.99,E,14.4,3784.97,292.12,cannught
36211700,2014-12-04,7.0,MORTGAGE,Low,87500,4000, 36 months,debt_consolidation,High,Good Loan,15.59,D,17.02,1810.73,139.82,leinster
36783260,2014-12-04,7.0,MORTGAGE,Low,60000,13000, 60 months,debt_consolidation,High,Good Loan,19.99,E,25.62,13077.96,344.35,munster
37650277,2014-12-04,5.0,OWN,Medium,180000,35000, 60 months,debt_consolidation,High,Good Loan,14.31,C,22.5,10604.74,820.03,leinster
37577113,2014-12-04,6.0,MORTGAGE,Medium,120000,35000, 36 months,other,High,Bad Loan,17.14,D,19.41,11219.28,1250.29,ulster
36990280,2014-12-04,6.05,RENT,Low,65000,5000, 36 months,other,Low,Bad Loan,12.39,C,2.34,1666.66,167.01,munster
37720268,2014-12-04,10.0,MORTGAGE,Low,86000,20000, 36 months,debt_consolidation,Low,Good Loan,9.49,B,14.96,8316.87,640.57,ulster
37277722,2014-12-04,4.0,MORTGAGE,Low,62000,3000, 36 months,debt_consolidation,Low,Good Loan,9.49,B,14.6,1247.59,96.09,Northern-Irl
36139041,2014-12-04,10.0,MORTGAGE,Low,59250,17750, 36 months,credit_card,Low,Good Loan,7.49,A,16.75,7169.39,552.06,cannught
37217657,2014-12-04,10.0,MORTGAGE,Low,80000,35000, 60 months,credit_card,Low,Good Loan,12.99,C,17.92,10357.21,796.18,cannught
37317665,2014-12-04,3.0,OWN,Low,35000,12000, 60 months,credit_card,Low,Bad Loan,11.44,B,16.94,3154.97,263.55,cannught
36210278,2014-12-04,10.0,MORTGAGE,Low,93000,30000, 36 months,other,Low,Good Loan,9.49,B,11.21,12475.23,960.85,Northern-Irl
35969693,2014-12-04,7.0,MORTGAGE,Low,89000,6500, 36 months,debt_consolidation,Low,Good Loan,6.49,A,4.41,2587.13,199.19,ulster
37631465,2014-12-04,2.0,RENT,Low,85000,10000, 36 months,credit_card,Low,Good Loan,6.03,A,6.72,3647.3,304.36,Northern-Irl
37781601,2014-12-04,10.0,MORTGAGE,Medium,110000,12000, 36 months,home_improvement,Low,Good Loan,6.99,A,11.34,4438.77,370.48,leinster
37831444,2014-12-04,3.0,MORTGAGE,Low,88100,14400, 36 months,debt_consolidation,Low,Good Loan,11.99,B,19.55,5963.83,478.22,munster
36430325,2014-12-04,5.0,MORTGAGE,Low,100000,24000, 36 months,home_improvement,Low,Good Loan,7.49,A,17.57,9693.73,746.44,leinster
37751483,2014-12-04,2.0,MORTGAGE,High,280000,8000, 36 months,credit_card,Low,Good Loan,11.44,B,4.44,3155.33,263.58,ulster
37690155,2014-12-04,4.0,MORTGAGE,Low,90000,16575, 36 months,debt_consolidation,Low,Good Loan,11.44,B,22.95,7088.9,546.11,munster
37127608,2014-12-04,3.0,OWN,Low,72000,10000, 36 months,home_improvement,Low,Good Loan,6.49,A,11.4,3976.64,306.45,leinster
37721438,2014-12-04,3.0,MORTGAGE,Low,58000,18000, 36 months,debt_consolidation,High,Good Loan,13.66,C,39.77,7326.27,612.23,leinster
37117701,2014-12-04,10.0,MORTGAGE,Medium,120000,35000, 36 months,debt_consolidation,High,Good Loan,17.86,D,12.23,16382.71,1262.88,leinster
37801484,2014-12-04,1.0,RENT,Low,56000,15000, 36 months,debt_consolidation,Low,Good Loan,8.67,B,16.06,5685.56,474.7,ulster
36310317,2014-12-04,2.0,RENT,Medium,108012,14000, 36 months,other,Low,Good Loan,10.49,B,29.2,5906.45,454.97,ulster
36119381,2014-12-04,10.0,MORTGAGE,Low,42000,15000, 60 months,home_improvement,High,Good Loan,17.14,D,20.66,4478.45,373.92,Northern-Irl
37741416,2014-12-04,10.0,MORTGAGE,Low,97000,30000, 60 months,other,High,Good Loan,24.99,F,23.91,10501.96,880.37,ulster
37601591,2014-12-04,2.0,OWN,Low,42000,10000, 36 months,credit_card,Low,Good Loan,6.99,A,25.89,4007.67,308.73,leinster
35949643,2014-12-04,2.0,RENT,Low,42000,8000, 36 months,credit_card,High,Good Loan,14.31,C,18.26,3557.47,274.63,ulster
36019761,2014-12-04,6.05,OWN,Low,15000,5375, 36 months,debt_consolidation,High,Good Loan,14.99,C,33.28,2417.42,186.3,leinster
36068377,2014-12-04,10.0,MORTGAGE,Low,66800,28000, 60 months,credit_card,Low,Good Loan,8.67,B,13.83,7484.39,576.76,Northern-Irl
34973762,2014-12-04,10.0,MORTGAGE,Medium,105000,24000, 60 months,credit_card,Low,Good Loan,11.99,B,10.21,24601.0,533.75,Northern-Irl
37207677,2014-12-04,9.0,MORTGAGE,Low,100000,15000, 60 months,debt_consolidation,Low,Good Loan,11.44,B,26.45,4273.19,329.44,cannught
36149526,2014-12-04,7.0,MORTGAGE,Low,50000,20000, 60 months,credit_card,Low,Good Loan,10.49,B,9.48,5625.21,429.78,leinster
37247725,2014-12-04,3.0,MORTGAGE,Medium,140000,20000, 36 months,credit_card,Low,Good Loan,11.99,B,6.81,8637.29,664.2,ulster
37801674,2014-12-04,10.0,MORTGAGE,Low,79000,5000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,23.13,5236.36,152.18,ulster
35989102,2014-12-04,3.0,MORTGAGE,Low,42000,8600, 36 months,debt_consolidation,Low,Good Loan,11.99,B,14.66,3707.2,285.61,cannught
37701521,2014-12-04,6.0,MORTGAGE,Medium,117000,21000, 60 months,debt_consolidation,Low,Good Loan,12.39,C,15.22,5633.8,471.29,Northern-Irl
36069696,2014-12-04,6.0,MORTGAGE,Low,83000,13500, 36 months,debt_consolidation,Low,Good Loan,6.49,A,11.13,5373.36,413.71,Northern-Irl
37297682,2014-12-04,6.0,MORTGAGE,Low,75000,4000, 36 months,home_improvement,Low,Good Loan,12.99,C,17.49,1748.99,134.76,munster
37307656,2014-12-04,10.0,RENT,Low,65000,25000, 60 months,debt_consolidation,High,Good Loan,17.86,D,31.46,8203.41,632.94,cannught
36069735,2014-12-04,5.0,MORTGAGE,Low,90000,12000, 60 months,debt_consolidation,High,Good Loan,14.31,C,27.4,3645.54,281.16,ulster
35949842,2014-12-04,5.0,RENT,Low,43000,15475, 36 months,debt_consolidation,High,Good Loan,14.31,C,30.56,6893.82,531.24,Northern-Irl
37117733,2014-12-04,10.0,RENT,Low,100000,12000, 60 months,major_purchase,High,Good Loan,15.59,D,19.69,3738.94,289.21,ulster
37267629,2014-12-04,3.0,MORTGAGE,Low,80000,10000, 60 months,home_improvement,Low,Good Loan,11.99,B,16.08,2877.88,222.4,leinster
32349399,2014-12-04,2.0,OWN,Low,52000,15000, 36 months,debt_consolidation,Low,Good Loan,11.99,B,23.1,5962.81,498.15,ulster
36099861,2014-12-04,2.0,MORTGAGE,Low,67000,21000, 60 months,debt_consolidation,High,Good Loan,17.14,D,24.75,6785.37,523.49,munster
37841457,2014-12-04,3.0,RENT,Low,95480,18000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,13.3,6706.72,559.83,Northern-Irl
37277737,2014-12-04,6.05,RENT,Low,20352,5000, 36 months,small_business,High,Good Loan,13.66,C,20.75,2203.32,170.07,ulster
37217593,2014-12-04,2.0,RENT,Low,52000,2500, 36 months,major_purchase,Low,Good Loan,11.99,B,37.73,1077.72,83.03,munster
37601478,2014-12-04,1.0,OWN,Low,45900,10800, 60 months,debt_consolidation,High,Good Loan,14.99,C,31.82,5069.07,256.88,leinster
37620246,2014-12-04,6.05,RENT,Low,26956,8500, 36 months,debt_consolidation,Low,Good Loan,8.19,A,10.46,3197.58,267.11,leinster
36260598,2014-12-04,10.0,MORTGAGE,Low,57000,11375, 36 months,house,High,Good Loan,17.86,D,13.6,5324.43,410.44,Northern-Irl
36270627,2014-12-04,3.0,MORTGAGE,Low,41000,10000, 60 months,debt_consolidation,High,Good Loan,15.59,D,27.05,3135.76,241.01,Northern-Irl
35673845,2014-12-04,10.0,OWN,Low,40000,10000, 60 months,credit_card,High,Good Loan,14.31,C,7.23,3037.95,234.3,munster
36148607,2014-12-04,2.0,RENT,Low,44000,14900, 36 months,small_business,High,Good Loan,19.99,E,6.85,7181.16,553.67,Northern-Irl
36300581,2014-12-04,10.0,MORTGAGE,Low,49000,22475, 60 months,debt_consolidation,Low,Good Loan,11.99,B,19.35,6467.98,499.84,munster
37277401,2014-12-04,5.0,RENT,Low,50500,1200, 36 months,other,Low,Good Loan,9.49,B,25.62,499.09,38.44,leinster
37761323,2014-12-04,0.5,MORTGAGE,Low,84000,28000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,12.73,10539.45,879.88,munster
37177487,2014-12-04,4.0,RENT,Low,90000,12000, 36 months,credit_card,Low,Good Loan,8.19,A,24.87,4896.71,377.09,Northern-Irl
35948848,2014-12-04,10.0,MORTGAGE,Medium,103000,14000, 60 months,debt_consolidation,High,Good Loan,15.59,D,30.5,4374.33,337.42,Northern-Irl
36270332,2014-12-04,9.0,RENT,Low,52221,18800, 60 months,debt_consolidation,High,Good Loan,15.99,D,20.02,5925.34,457.08,Northern-Irl
36250538,2014-12-04,0.5,RENT,Medium,135000,35000, 60 months,debt_consolidation,Low,Good Loan,12.39,C,22.51,10187.15,785.48,leinster
36280493,2014-12-04,10.0,MORTGAGE,Low,40000,14325, 36 months,debt_consolidation,High,Good Loan,19.24,E,11.94,6833.61,526.84,munster
36440617,2014-12-04,10.0,MORTGAGE,Low,80000,28000, 36 months,credit_card,High,Good Loan,14.31,C,18.17,29835.02,961.2,leinster
36320682,2014-12-04,3.0,RENT,Low,85000,8000, 36 months,debt_consolidation,Low,Bad Loan,12.39,C,18.29,1597.75,267.21,ulster
36440650,2014-12-04,6.0,OWN,Low,70000,12800, 36 months,debt_consolidation,Low,Good Loan,7.49,A,24.41,5164.78,398.11,leinster
37641239,2014-12-04,6.05,RENT,Low,18372,7275, 36 months,debt_consolidation,High,Good Loan,15.99,D,33.57,5059.19,255.74,ulster
36320473,2014-12-04,10.0,RENT,Low,100000,35000, 36 months,debt_consolidation,Low,Good Loan,8.19,A,18.61,14282.13,1099.85,ulster
37671322,2014-12-04,2.0,RENT,Low,51000,13900, 60 months,credit_card,Low,Good Loan,9.49,B,14.76,3491.33,291.86,cannught
37641358,2014-12-04,2.0,MORTGAGE,Medium,105000,30000, 36 months,debt_consolidation,Low,Good Loan,7.49,A,23.52,12032.31,933.05,leinster
36280531,2014-12-04,6.05,MORTGAGE,Low,95600,5500, 36 months,debt_consolidation,Low,Good Loan,8.19,A,20.76,2971.32,172.84,ulster
